OTUID	Kingdom	Phylum	Class	Order	Family	Genus	A1_b	A2_b	A3_b	A4_b	A5_b	A6_b	B1_b	B2_b	B3_b	B4_b	B5_b	B6_b	C1_b	C2_b	C3_b	C4_b	C5_b	C6_b	D1_b	D2_b	D3_b	D4_b	D5_b	D6_b	E1_b	E2_b	E3_b	E4_b	E5_b	E6_b
7ab6d6c44ea184a26e08f089137f84cf	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	Chryseolinea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	42	10	0	0	0
d4b9adf95e9ad561faf83d213febb17c	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Bordetella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	64	24
9af3467db68cf6063627304cecd46a65	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	0	36	22	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0
d16d3d7b2b8fc5647fa0d38b1a577aa8	Bacteria	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	uncultured_bacterium	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	24	0	14	20	0
35f0ca5ced3b552b824acf3beb91e86c	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Unidentified_Geminicoccaceae	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	16	0	42	0	14
d3635fbe2e21789d6348c8517c130124	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	24	18	0	20	0	36
cb0db18277323b1f0db8a57fef080696	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Desemzia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	16	10	10	20	0	0	40	0	0	0	0	0	0
65d5a010aea4b1d24bd035c88b6d29fa	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Unidentified_Mitochondria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	22	40
82e38e1a4cef1898a832f26deb124821	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	8	0	0	0	0	0	0	0	0	76
752f62c6b63b23976b1a84dbb5709e48	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	20	22	0	24	18	0	0	0	0	0	0
58991b24c2ab55df2661809efc56299e	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	8	0	0
cfed2af103f6f285a526df6f18f98ff1	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	10	22	16	6
1354d8eddb9222983aca5a2fd2c6c7a5	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	0	0	0	0	0	0	0	0	0	6	0	10	10	0	0	0	0	4	0	0	0	0	0	0	0	18	4	18	8	20
8d8eb5b2d7e3513d154a2638e07a5592	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Olivibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	18	58	0	0	0	0	6	0	0	0	0	0	0	0
2bbb28b70c3a3757e48663f4d0003ecc	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	18	28	14	0	0	0	0	0	0
93c45f463d838fa1c1f19e1fea6b25aa	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ochrobactrum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	16	4	0	24	4
55ca1bb9fb4ebc5f2e296af250bafe4c	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0
d11ef81cd8ab0dfa7a44a92acae1ccfb	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	0	0	0	0	0	0	0	12	8	34	22	14	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
ad12971ed14f2ae74a19836a0e727712	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	28	0	4	6	24	34	0	0	0	0	0	0	0	0	0	0	0	0
96f1bb55034f5d5ac120a7a97096258e	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Aliidiomarina	0	0	0	0	0	0	0	0	0	0	0	0	22	14	14	10	14	22	0	0	0	0	0	0	0	0	0	0	0	0
9c49c694a177e61ab5663cf5ee077b8e	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	8	20	32	0	0	0	0	4	0	24	0	0	0	0	0
ddee7dc4e0be35eccf160b8065e5a88b	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	Unidentified_Chloroplast	Unidentified_Chloroplast	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0
7d977d405b1509dacde326d31afd953b	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unidentified_Rhizobiales	Unidentified_Rhizobiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	44	0
04e01841a5e1bf33dcc6bb33c6380138	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0
f7d3b2a3fcbe651505300e402a426612	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	0	0	0	0	0	0	0	0	0	0	0	0	16	26	0	0	26	24	0	0	0	0	0	0	0	0	0	0	0	0
25a5b2d5248f47cd86bf8a0a88d63d30	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0
672d388ce93b3b1efd22e5b76cc60ff2	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	6	10	26	0	0
80216a3ffac632de16b43cec71e2e19d	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Unidentified_Burkholderiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	14	22	0	20	16	0	0	0	0	0	0	0	0	0	0	18	0
bd851468e4286eae0de33078e905e1a5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unidentified_Rhizobiales	Unidentified_Rhizobiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	8	0	6	0	16
b4da27493e30179412d7b53101b6e530	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Unidentified_Moraxellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	18	18	0
739ed27395412458a2bdcfa1e5f86a86	Bacteria	WS2	uncultured_bacterium	uncultured_bacterium	uncultured_bacterium	uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	14	0	12	20	4
adb0ab5a91cc1df090c6f9ceb81717b9	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Sedimentibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	8	0	44	0
703533f92f6450522d42408098309467	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	56	0	0
cf3381318906e1e08f58bca905636dc0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	18	16	28
170e90dc24f792b43621635c1a4207c8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unidentified_Rhizobiales	Unidentified_Rhizobiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	14	22	32
964f34907444dd43ed504b24f3687ff3	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Unidentified_Microbacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	46	0
f8db78d24ea12213c8ab259050384b53	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Unidentified_Mitochondria	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1701c443976bb3a9d2509062f75eed6e	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	0	0	0	0	0	0	0	0	0	0	0	0	16	10	4	14	36	8	0	0	0	0	0	0	0	0	0	0	0	0
6eeab3fb5a99cca2f0a584047433a90b	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Leucobacter	0	0	0	0	0	0	0	0	0	0	0	0	12	24	30	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0
26a703505b0a2fb905183e193cc3fb76	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alishewanella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	12	0	18	0	14
2ef183f6797f1c77b6cde046c29442fe	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	42	18
ddfd49f939f92958b1ec816741055348	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Ralstonia	0	0	0	0	0	0	0	0	0	0	0	18	38	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0
6e73ea5d1d3a7031b5ea10f57e21b192	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharopolyspora	0	0	0	0	0	0	0	0	0	0	0	0	30	14	0	14	8	8	0	0	0	0	0	12	0	0	0	0	0	0
32d5457c2dd057df2fb0e8d228f457a2	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Trueperaceae	Truepera	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	18	28	0
886d36ccaf48935d1ffb981b44d4e656	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	16	26	28	0	0	0	0	0	0	0	0	0	0	0	0
40ffac9cd8b8ef62bba893e2223310f0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Unidentified_Burkholderiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0
4d8dc7d2680be3be1e744ac62565e3a6	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	16	0	0	0
b678c1fe1a67aafbfdfedcf1029afab5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	6	0	0	14
5f61980d8c260f7727c487b83d67999d	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	20	30
7e218fe4295249d4d8be280de1560c1a	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Unidentified_Mitochondria	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9d127ac8ec1a7b03befe92229847b811	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	0	20	18	0
f781af976c6b679c4c243a714f1da726	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	D05-2	uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	34	28	0
fea18001eae3a7a835e2eb2b40c7fe47	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	24	22	18
a60f0b4bc20e5a162b45b3d2ed7a0d6c	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	0	0	6	0	0	0	0	0	0	18	0	10	0	18	0	0	14	14	0	0	0	0	0	0	0	0	0	0	0	0
01a97afd569e568885284e7889e2759a	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Unidentified_Mitochondria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	24	38	0
943a9f0fef606ac9c31536907d1e8150	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Unidentified_Rhizobiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	36	0	30	0	0
aabe17fc85fc8f2e8a52caaeaa605ff0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unidentified_Lachnospiraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6	0	18	14	32
c25343f9da8a8819a639f7acab454fd3	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80
5837c626781bdfd1459f6ee3a31ac82f	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	20	24	14	0	0	0	0	6	6	0	0	0	0	0	0
e8bdc11bcb32ef60dd15d94095c6c47e	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Unidentified_Pirellulaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	30
97f2322886d2a62c592604f8c47ffb12	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78
9f2f738a607cb3d02f41b4661989b627	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pirellula	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78
c4cfb4937e85f124fa918cd1a520878b	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	Unidentified_Chloroplast	Unidentified_Chloroplast	0	0	0	0	0	0	0	0	0	30	28	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a9f1305c99ab89b346b1b701f183fff0	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	42	0	0	0	0	14	0	0	0	0	0	0	0	0
b250d27301547aede6c1d52ce67e6e2b	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	20	42	0	0	0	0	0	0	0	0	0	0	0	0
6de747bf2d3c56f26c7d9509035abb01	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinomadura	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0
abe191133f6122d7e589824ddc7217e1	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	12	0	12	0	12
330fe19b29e2431eb1166e87ef3aaefa	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	48
dc833156df5cf571bb4d9ffca16a6fd9	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	0	18	18	0
5994ce6a099c3c587bfbe906332ff09c	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Unidentified_Micrococcales	Unidentified_Micrococcales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	6	8	24	22
8c0f10e3df0bcc3b3db9afc09572bff9	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Nonomuraea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	26	24
394e4cdd1bcd439daf3c90864e9bb30f	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4_lineage	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	16	0	10	4	12
b1ce61647c69c196af45a650447e01f7	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3481fa43fe5fba6aecdc7f9aae6ed9c0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Unidentified_Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	30	0	0	0	6	0	0	0	0	0	0	12	8	0
bcf1a3b8ef114aebb821dcf53a4ed12e	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Pseudactinotalea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	26	0	0
c4f2d2330b8d1d3f6b1e8bdc0437043c	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	20	0	8	0	0
0ae5531a9802e71139c959faebdde10c	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	40	0	0	14	0	8
4b96f9ddcaefd10a03cd2bcde9e7f8a6	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Unidentified_Mitochondria	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4ea59d33f520370432fb7cb625b56c12	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0
4898fce3ded8c4a01b0f9b3d8b06569b	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	50	0
df764dd458a860704a915cd8b984b767	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0
6bc94a38d3bce01e3deb1b1fd9b71475	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0
cab7e7523f9ed1e0e3d7a5be7bbffa45	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Unidentified_Mitochondria	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
08bdc6c81f6b9daab3d132b54e1d45bc	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	0	0	0	0	0	0	6	0	0	0	12	0	0	16	0	0	12	10	0	0	10	4	0	0	0	0	0	0	0	0
a75408f880f2de4b0e91d919dd33dafd	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Parapedobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	28
a0c37d9e58232f18918793e441382cfc	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	12	0	26	0	0
4ce44805a2e8f2c6ad48bed484250678	Bacteria	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	10	14	18	12
b7f5af401f678ffbe9f7299cfa59e3bf	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	22	0	0	0
608534dd37122b642564c6e85359b97d	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3287a0ca3db4af44dc17c2533ee74d5d	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Bordetella	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	14	18	0	0	0	12	0	0	0	0	0	0	0	0	0
a87f8bc9f2e9fa528c7a6f825f62ba2e	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	34	32	0
06bc3d75c125f69ff9dfdb4a660c733f	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	D05-2	uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0
882992e16dfcfe581ae3cbc4b3f4a373	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	6	0	14	14	0
e33586db2c4f160994bed67ccb9fa989	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Parapedobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	14	22	0	0
91faee673423e4889e00633268aec1f4	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	4	0	36	0
e16d86b7fe770de88e7e8fd0fb6c8b5a	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Unidentified_Steroidobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0
1f522cb3bcb0d827e96e13184fb68341	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinomadura	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	20	0	0	0
c3b05ec6326c47c1093f91e286f14884	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Uncultured_Microtrichales	Uncultured_Microtrichales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	18	18	0
05946059543f86cba25b886517f88ae6	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0
98ec4b7fd643eedf7ede6e1ddd94f427	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	SD04E11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	24	26
dee42ce3aa52ffbe2c350ee23b491242	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66
fb67b286b0f781b0de13d50179318995	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	0	0	0	0	0	0	0	0	0	0	12	0	0	18	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0
0cc72ea9120e832042c1249b304f4f18	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Unidentified_Mitochondria	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0
