OTUID	A1_b	A2_b	A3_b	A4_b	A5_b	A6_b	B1_b	B2_b	B3_b	B4_b	B5_b	B6_b	C1_b	C2_b	C3_b	C4_b	C5_b	C6_b	D1_b	D2_b	D3_b	D4_b	D5_b	D6_b	E1_b	E2_b	E3_b	E4_b	E5_b	E6_b
608534dd37122b642564c6e85359b97d	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3287a0ca3db4af44dc17c2533ee74d5d	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	14	18	0	0	0	12	0	0	0	0	0	0	0	0	0
a87f8bc9f2e9fa528c7a6f825f62ba2e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	34	32	0
06bc3d75c125f69ff9dfdb4a660c733f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0
882992e16dfcfe581ae3cbc4b3f4a373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	6	0	14	14	0
e33586db2c4f160994bed67ccb9fa989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	14	22	0	0
91faee673423e4889e00633268aec1f4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	4	0	36	0
e16d86b7fe770de88e7e8fd0fb6c8b5a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0
1f522cb3bcb0d827e96e13184fb68341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	20	0	0	0
c3b05ec6326c47c1093f91e286f14884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	18	18	0
05946059543f86cba25b886517f88ae6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0
98ec4b7fd643eedf7ede6e1ddd94f427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	24	26
dee42ce3aa52ffbe2c350ee23b491242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66
fb67b286b0f781b0de13d50179318995	0	0	0	0	0	0	0	0	0	0	12	0	0	18	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0
0cc72ea9120e832042c1249b304f4f18	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0
d4ecfe33623f297a74de51d7f28b39aa	0	0	0	0	0	0	0	0	0	0	0	0	12	0	12	24	0	16	0	0	0	0	0	0	0	0	0	0	0	0
0273b95a711f6dc7599473072be4a8e3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	14	36	0	0	0	0	0	0	0	0	0	0	0	0
2f35b61d3cd5d03602352992382297bb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0
37972e00257b627d75ca4573e74c39b3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0
66890c9184a9316c74f9a8cd2ef5688c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	18	0	0	0	10
323f5bdbb0ca3fd44a00bb4364e6c4eb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	12	6	12	12	0
a624e4374c37120e9a301ddcebc4024e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0
97bb4ef8c1e6bf8e16fcb3d2183226db	0	0	0	0	0	0	0	0	0	0	8	0	12	0	10	0	6	26	0	0	0	0	0	0	0	0	0	0	0	0
bb7b268b26abb9b67af9bb1b8b009a19	0	0	0	0	0	0	0	0	0	0	0	0	6	4	4	0	0	0	0	0	0	0	0	0	0	0	0	20	0	28
8af7c66ac92b09d916cf22b85b012de1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	16	34	0	0	0	0	0	6	0	0	0	0	0	0
497a26126c9e726c768bdec79e8c4e9b	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	18	18	0	0	0	0	0	0	18	0	0	2	0	0
e25e8eb53781acebc904b9e1836520eb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	44	0	0	0	0	0	0
1ec9ad666727620565917742df79ac3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	12	0	0	0	42
ab099b29adf10d4e7a380cd9e5293db4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	30
fb4fbf4b9eec7e631ea1ff1c820e2a06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	16	0	0	0	0
4a834464784df6b019be4c7a77ca7c96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	20	0	0
2b2e8911a4c3c12cfaab96f1688e7896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	16	8
b183562284cc0953929021779953b00c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	12	0	12
702939f83f6777d382f8623fbff23233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0
8fc168c010d6f63ad137ca868b34ce73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	32	8	0
b96f9b2d3c36466d846dcbd09f7812d8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	24	30	0
19840c984340a7006c77cfd3573e6a00	0	0	0	0	0	0	0	0	0	0	6	0	0	14	0	0	16	24	0	0	0	0	0	0	0	0	0	0	0	0
9290aadc452f1a920864129938ef6ea1	0	0	0	0	0	0	0	0	0	0	0	6	10	6	0	10	0	0	0	0	0	0	22	0	6	0	0	0	0	0
622fd11bbba4c2f9f9c16ba5982127ae	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	12	16	0	0	0	0	0	0	0	0	0	0	0	0	0
b28c5a24b703bc2d89476f592106a25c	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	14	26	10	0	0	0	0	0	0	0	0	0	0	0	0
166f4ffe5d95ba6598682f972abc873e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	34	0	14	0	0	0	0	0	0	0
2f52cf97ae89a1857a1ec18b895fae49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	12	0	0	0	0
731525068d5527f23b4ffb0794811b68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	14	0	0
65c98c296821cc9f40bbb770f0757c56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	16	0
6a6f5c4fbfd79ad22cc90c450dbac4e0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	32	0	0	0	0
4e9187175f7e5cbd75070884e4f96c49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	20	14
b1fa1a7eebbd40a65eb2c6df6ebae283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	14	22	0
1a59d915451a33deeeedc22c0f710c24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	20	34	0
7290b524394458cb444055b4bd25f2e3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	48
68084402ba50c5318fb1062026beb58d	0	0	0	0	0	10	0	0	0	0	0	0	28	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ae2b5abe840daa296ba80f5244ebe422	0	0	0	0	0	0	0	0	0	42	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26f173c04574871aba8876838e2d9e61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	6	16	22	0	0	0	0	0	0	0
9bd42a41b9e51f8f9c663fe46c0e77c5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0
bba75ba668556bc7c344961cf262f471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	22	0	0	0	0
9e6d5489658a8a3ed18c85894dbcaef5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	26	0	0
2e5a0da9a6f8155262c458152321c19c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	34	0
71e086dc82bff0bba9b9ef0cdb18f65d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	36
549c14055652435b87d86198d628921f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	24	16
9381d49346b124c675fd0794a62752d5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	16	28	0
74a26e97b02fcab82b0d346de4920f75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0
b1dc062a8f5e51f8c729d1f5c1fd80bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	28	0
8a637e7118809a96a7da6c5af3fbeecc	0	0	0	42	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
034c1b18c1408253e5bc597d0dda2b3d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0
f40481185ff5e1d4b4b47c4307303fc5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	24	0	0	0	6
bbf5757e3c6910876929ca3b15e90a7d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	8	12	18
7f70fa6f0bfd7bbe356138a19971f0c8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	30	0
f697ba2ca83f81d5155a06bad89f0a07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	32	0	0
e44b7716eb2602e9a40df722f06aaa0c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	12	22	0
be189a513784c1ad3e544687f4444810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0
a6c1bb673aaa97cbe8e6eb2f590d24c7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56
cf34c6be69192f752de9e6cdd1cd52bb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0
af1239185da9fba72f9670a9ffffc066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0
42d2c8fac7ae5edbb6cc1687675aed49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	2	0	12
b1ebce9e0b058f901272271be148f679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	20	0	0	0	0
8e50d84fc526565c1963a5b490607d20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	22	0	12
e5a7f728ca79ba1070bb444484cb4fa3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	10	26	0
33d16b9598ad73311a730ef5fcb29527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	10	12	0	20
e489cd3c6a22b44639ea6382c37dd9fd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	4	32	0	0
da6ba32ab4154bfc095be5a95d8b54af	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	28
92c6c04e8991a22e4e5cd321bfb9a7f6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54
8e8b90c71489d9dcebf5acc9a70e9502	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71c87f5932fb11da56ae38654a8dd013	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	18
77e8a712c5120fb521ca9aa770b2440f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0
14074c9fdadd073fe6b69afb3ad593a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	12	16	0
05a7096465c8fa5d8e27c3f21aba4be5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0
914d0b6728212f14e607fc3d8feb0f25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0
54ea84bfcc4c8be067e02e0dc15ef132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	30
392f54f92f26a7996e8c124ac6d23892	0	0	0	0	0	0	0	0	0	10	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dd7dd1b8f41b9b7cce1c646d862411ba	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0
61f94809e37751a82c1ad80d9561f9b0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	12	22	0	0	0	0	0	0	0	0	0	0	0	0	0
beca14974a55ae9917287b04d08450f2	0	0	0	0	0	0	0	0	0	0	0	0	12	0	6	10	22	0	0	0	0	0	0	0	0	0	0	0	0	0
61d5c226530a30d33fb26d3f78b23d65	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	24	20	0	0	0	0	0	0	0	0	0	0	0	0	0
6bccadf37049ac531732db5f7de286b7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	34	0	0	0	14	0
3c8356dcdc903d69d54498ab9d2d8354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0
5706b89358f87f158e659976eb13f121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0
66982e4e3d96c5bed1412bda21a1de7f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	12	0
fd1a9062a6d53636b88ad3f9ef0743c4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	14	0	18	0	0
43eeaa45ce90e229b607ade29b42a5be	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	34	6	0	0	0
ab9a7e92605470a7cbd1d8fda457e6c8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	24	0
33ce20dfb79ac4c722298d49c279115c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	38
4c482faaaddc12feb7386c33b6eacf88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	28
38a7df376321e0dc9d67191e72666c85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0
b68505dda391d4a2bc6c54e21e7f2a9a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0
41d03c2fe5e3d714b08e1d20abd66e60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	10	0	0	12	0
2865f5dc3d38193e73810c3095fe7cf4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	22	0
46b8dd969f088e8a522c09b671974f67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	34	0
0540ba14c7c6e881a2a6a1ed64cbab70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	6	0	0	20
b6e43b51192947cb0f6aa6367c7f4854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0
30141c8285f6597d1f83d832a1cef833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0
f3e467b7084542eff212d9b2cfa0bb91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	30
48f317df31a0778c43ac7cc93cef5362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	16	20
826b1f5927e550628af3b8c404a7e704	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d66972706b600f8ed07b5e7d767837b7	0	0	20	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
688dbda46285da9e8734c83700b6e2e9	0	0	0	0	0	0	0	0	0	0	0	0	18	0	22	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
c414fd7a2d9af6946f58dd5ef4920841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	28	0	0	0	0	0	0	0	0	0	0	0	0
6c0c84518abe719cc7c4af67f51b577e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0
f697ceaddc8c317f793444523dabc2d8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0
a8efdf66ac3ecf9d00a7fef31939df9f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0
fcd80f0cf279eff3c50b66a78d98beeb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	8
4934ed768f680e1b7e36aa598d80996e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	12
7f6fce86c121736e36d306e242fc6f30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	6	0	10
e8496fd359afa9479908aeaeb31e7ec0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	4	6	0	12	0
24051ef88d0304b64d9d8f9b863126e6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	22
f18d9cd3ce98a5144130b24a9602e2f8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	12	28	0
acc53c56bc7c819b74ec54ee3a0d842e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	18	18	0
72805109de4e5a37a7cef376d61437f4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	16	0
4cb03040650bb7f7ac48ffd529de387a	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	12	0	22	0	0	0	0	0	0	0	0	0	0	0	0
5f059aefcbd185170c6ad1d37034d0df	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0
763c06517d553b54859de56cf7ad2ad6	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	10	12	12	0	0	0	0	0	0	0	0	0	0	0	0
ffc47ac1042520c0106e023fe12b0ecf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0
7054f15a0a3c8ed790017a643703f22f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0
ff9d93d7b7e46787568f2d241caeaf3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	18
20b2a1cd685acf58314fb59252a14448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	24	0	0	0	0
27573f2df8b6c003e6aea0630fc5abf0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	34	0	0	0	0
f3ee59a166a932ca633cdc51ac688e3c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	22	0	8
f90572c41b840cc73de8fead190916e1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0
3c4f09f4b2ca6adb324a610a63533258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	20
3bf2661a6ead35184cbed8cafc353435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	4
997a73d371257e252a2a2f1c3fd268bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	14
5d70415dbf48fb7ee038af15b081f711	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	16
024558c50cb829560c1513bc1aca4104	0	0	0	0	0	0	0	0	0	14	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a3c69b063f1fa715ce536b28ae28b596	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	10	22	0	0	0	0	0	0	0	0	0	0	0	0	0
b70e8d907778952d23bd4876542a2140	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	6	0	0	0	0	0	0	0	10	0	0	0	0	0
238ba78516f666cb2b29854f9a5bb2eb	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0
2c51787dbd453438f0e31af0118309ba	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	16	0	0	0	24	0
513e197e675138b40ae113a123804f7f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	40	0	0	0	0	0
1ddc8a4694ed56884c16d791174a6390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	10	0	0	0
51dbbf0e8c5c8199cca15814f8f042c8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	8	0	0	10	0
cb546f505b889ab7b8dfa6f02b22b29a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	6	14	12	6
8715a84dda0c147300b9405978e30f44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	6	0	0	14
4b7638e15357c2b7ef96c37f5228145d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	22	0
4135bf2cf1eb8de9da0e0b115b4e6d6b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	28	0	0
27632fda3fdd3a19efca3d2d8d98c3e5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	28	0
a6cd3b2a53941f13955604221912d845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	32	0
ffcd1beef68b56e896ffcf260acb80d2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0
0dc889959401d4d1701888d71e4a0d7b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0
8fbcdd7474205bc748b34060176675de	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0778e8c1ae1fc2e09fe644fb5a540d31	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0
0663c5e9b0ab5bf1fdc1ad2316dbfa04	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	14	0
97de1a7f4cb7a28f5bdd5fcb9cd70a9a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0
64a7728654e8082b9ae4117afa279542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	34	0
729c386b0f95c5a808e2364d0f2c1ad9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0
fc6622c636a5210293fb2873fc4761d9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0
635a950b7846985dfc2f5942aef0fcce	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	10	8
bad02fb4b97f30182ffe6e934f54ad5f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	18	0	0
52faa4116784dc056ebd6f3b2ec30064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	28
c8e60cb506844202f6e5c1fde7b5dacf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	28	0
b72a66d6132d8abc20c001ef74204cad	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	6	22	0
