OTUID	Kingdom	Phylum	Class	Order	Family	Genus	species
ASV125	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV72	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	Nicotiana_attenuata	Nicotiana_attenuata	Nicotiana_attenuata
ASV128	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	Citrus_maxima	Citrus_maxima	Citrus_maxima
ASV122	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	uncultured_archaeon	uncultured_archaeon
ASV130	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloferacaceae	Haloterrigena	Haloterrigena_salina_JCM_13891
ASV133	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	Citrus_maxima	Citrus_maxima	Citrus_maxima
ASV134	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV124	Archaea	Crenarchaeota	Bathyarchaeia	Uncultured_Bathyarchaeia	Uncultured_Bathyarchaeia	Uncultured_Bathyarchaeia	Uncultured__Bathyarchaeia
ASV127	Archaea	Crenarchaeota	Bathyarchaeia	Uncultured_Bathyarchaeia	Uncultured_Bathyarchaeia	Uncultured_Bathyarchaeia	Uncultured__Bathyarchaeia
ASV129	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV132	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV131	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV137	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV136	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV140	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	Nicotiana_attenuata	Nicotiana_attenuata	Nicotiana_attenuata
ASV135	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV141	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	Nicotiana_attenuata	Nicotiana_attenuata	Nicotiana_attenuata
ASV142	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halomicrobiaceae	Halosimplex	Unidentified_Halosimplex
ASV143	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV138	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV145	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV147	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV152	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV150	Archaea	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV144	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV156	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	Citrus_maxima	Citrus_maxima	Citrus_maxima
ASV148	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloferacaceae	Halopiger	Halopiger_thermotolerans
ASV139	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV146	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV155	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV157	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV116	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV158	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV153	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV160	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV162	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Unidentified_Nitrososphaeraceae	Unidentified_Nitrososphaeraceae
ASV149	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	uncultured_archaeon	uncultured_archaeon
ASV161	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV151	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV154	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV171	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	Citrus_maxima	Citrus_maxima	Citrus_maxima
ASV159	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV172	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	Citrus_maxima	Citrus_maxima	Citrus_maxima
ASV173	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	Citrus_maxima	Citrus_maxima	Citrus_maxima
ASV174	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	Citrus_maxima	Citrus_maxima	Citrus_maxima
ASV176	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	Citrus_maxima	Citrus_maxima	Citrus_maxima
ASV177	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloferacaceae	Unidentified_Haloferacaceae	Unidentified_Haloferacaceae
ASV178	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	Citrus_maxima	Citrus_maxima	Citrus_maxima
ASV179	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Unidentified_Nitrososphaeraceae	Unidentified_Nitrososphaeraceae
ASV180	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	Citrus_maxima	Citrus_maxima	Citrus_maxima
ASV181	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV182	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Unidentified_Methanobrevibacter
ASV183	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	Citrus_maxima	Citrus_maxima	Citrus_maxima
ASV164	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	Nicotiana_attenuata	Nicotiana_attenuata	Nicotiana_attenuata
ASV165	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV186	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	Citrus_maxima	Citrus_maxima	Citrus_maxima
ASV187	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloferacaceae	Haloterrigena	Unidentified_Haloterrigena
ASV167	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	Citrus_maxima	Citrus_maxima	Citrus_maxima
ASV188	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV168	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV175	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV170	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV185	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV194	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	Citrus_maxima	Citrus_maxima	Citrus_maxima
ASV195	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloferacaceae	Unidentified_Haloferacaceae	Unidentified_Haloferacaceae
ASV196	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloferacaceae	Natronorubrum	Unidentified_Natronorubrum
ASV189	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV198	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Unidentified_Enterobacteriaceae	Unidentified_Enterobacteriaceae
ASV199	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unassigned
ASV200	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Unidentified_Mitochondria	Unidentified_Mitochondria
ASV191	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV190	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV184	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV163	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV204	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV193	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV169	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV192	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloferacaceae	Uncultured_Haloferacaceae	Uncultured_Uncultured_Haloferacaceae
ASV197	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV205	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV203	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halomicrobiaceae	Halomicrobium	uncultured_archaeon
ASV208	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV209	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV214	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Unidentified_Mitochondria	Unidentified_Mitochondria
ASV210	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV215	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unidentified_Bacillus
ASV206	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV218	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Unidentified_Mitochondria	Unidentified_Mitochondria
ASV213	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV220	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Unidentified_Nitrososphaeraceae	Unidentified_Nitrososphaeraceae
ASV217	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV219	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV222	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV216	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV225	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Unassigned
ASV223	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV226	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV224	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV227	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV228	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV166	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV231	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV230	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV234	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloferacaceae	Haloterrigena	Unidentified_Haloterrigena
ASV202	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV201	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloferacaceae	A07HB70	uncultured_Halobacteria_archaeon
ASV207	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV237	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	Citrus_maxima	Citrus_maxima	Citrus_maxima
ASV238	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloferacaceae	Halostagnicola	Unidentified_Halostagnicola
ASV235	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV241	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	Unassigned	Unassigned	Unassigned
ASV229	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV242	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV232	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV211	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloferacaceae	Halostagnicola	Unassigned
ASV212	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV247	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Unidentified_Enterobacteriaceae	Unidentified_Enterobacteriaceae
ASV248	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	Citrus_maxima	Citrus_maxima	Citrus_maxima
ASV240	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV244	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV251	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV246	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV249	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV252	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV255	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Unidentified_Chitinophagaceae	Unidentified_Chitinophagaceae
ASV256	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Uncultured_Xanthobacteraceae	Uncultured_Uncultured_Xanthobacteraceae
ASV254	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV258	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Unassigned	Unassigned
ASV257	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Uncultured_Pirellulaceae	Uncultured_Uncultured_Pirellulaceae
